Linha 472 |claim_uid: 3oihkb |cord_uid: vlhbe3bt |title: Senior_medical_students_as_assistants_in_medicine_in_COVID-19_crisis:_a_realist_evaluation_protocol |doi: 10.1136/bmjopen-2020-045822 |numerical_claims: As_more_'lines_of_enquiry'_27_are_identified,_for_example,_through_interviews_with_key_stakeholders_who_have_been_involved_in_initiating_and_developing_the_Assistant_in_Medicine_programme,_these_will_be_followed_up_and_further_literature_searches_will_be_conducted_(dovetailing_onto_our_realist_synthesis). |publish_time: 06/09/2021 |authors: Monrouxe,_Lynn_V,_Hockey,_Peter,_Khanna,_Priya,_Klinner,_Christiane,_Mogensen,_Lise,_O'Mara,_D_A,_Roach,_Abbey,_Tobin,_Stephen,_Davids,_Jennifer_Ann |journal: BMJ_Open |country: Australia |institution: University_of_Sydney
Linha 752 |claim_uid: 3aezmt |cord_uid: 2t7c56uy |title: COVID-19_Pandemic_and_Patients_with_Rare_Inherited_Metabolic_Disorders_and_Rare_Autoinflammatory_Diseases—Organizational_Challenges_from_the_Point_of_View_of_Healthcare_Providers |doi: 10.3390/jcm10214862 |numerical_claims: A_recent_survey_performed_by_the_Polish_Fabry_Disease_Collaboration_Group_showed_that_80%_of_patients_with_Fabry_disease_would_prefer_home_infusions_of_ERT_rather_than_in_the_hospital,_and_the_majority_would_not_change_their_preferences_after_the_pandemic. |publish_time: 22/10/2021 |authors: Tobór-Świętek,_Ewa,_Sykut-Cegielska,_Jolanta,_Bik-Multanowski,_Mirosław,_Walczak,_Mieczysław,_Rokicki,_Dariusz,_Kałużny,_Łukasz,_Wierzba,_Joanna,_Pac,_Małgorzata,_Jahnz-Różyk,_Karina,_Więsik-Szewczyk,_Ewa,_Kieć-Wilk,_Beata |journal: J_Clin_Med |country: Poland |institution: Jagiellonian_University_Medical_College
Linha 753 |claim_uid: 9ipohq |cord_uid: 2t7c56uy |title: COVID-19_Pandemic_and_Patients_with_Rare_Inherited_Metabolic_Disorders_and_Rare_Autoinflammatory_Diseases—Organizational_Challenges_from_the_Point_of_View_of_Healthcare_Providers |doi: 10.3390/jcm10214862 |numerical_claims: In_the_MetaBERN_study,_54,8%_of_health_care_providers_of_inherited_rare_metabolic_diseases_claimed_to_have_a_75-100%_of_missing/postponed_visits. |publish_time: 22/10/2021 |authors: Tobór-Świętek,_Ewa,_Sykut-Cegielska,_Jolanta,_Bik-Multanowski,_Mirosław,_Walczak,_Mieczysław,_Rokicki,_Dariusz,_Kałużny,_Łukasz,_Wierzba,_Joanna,_Pac,_Małgorzata,_Jahnz-Różyk,_Karina,_Więsik-Szewczyk,_Ewa,_Kieć-Wilk,_Beata |journal: J_Clin_Med |country: Poland |institution: Jagiellonian_University_Medical_College
Linha 420 |claim_uid: 1qtrnx |cord_uid: mi5r1zun |title: The_Credibility_of_Health_Information_Sources_as_Predictors_of_Attitudes_toward_Vaccination—The_Results_from_a_Longitudinal_Study_in_Poland |doi: 10.3390/vaccines9080933 |numerical_claims: In_the_second_measure_(December_2020)_we_also_included_a_question_about_willingness_to_be_vaccinated_against_SARS-nCoV-2_(Will_you_get_vaccinated_for_coronavirus_)_on_a_5-point_Likert_scale_(0-definitely_not,_5-definitely_yes). |publish_time: 23/08/2021 |authors: Stasiuk,_Katarzyna,_Polak,_Mateusz,_Dolinski,_Dariusz,_Maciuszek,_Jozef |journal: Vaccines_(Basel) |country: Poland |institution: Jagiellonian_University
Linha 407 |claim_uid: 7osmyd |cord_uid: s3gr041c |title: Dietary_Supplements_during_COVID-19_Outbreak._Results_of_Google_Trends_Analysis_Supported_by_PLifeCOVID-19_Online_Studies |doi: 10.3390/nu13010054 |numerical_claims: The_most_common_nutrients_supplemented_during_the_first_and_second_wave_of_pandemic_were_vitamin_D_(38%_and_67%,_respectively),_vitamin_C_(17%_and_37%,_respectively),_and_omega-3_fatty_acids_(15%_and_35%,_respectively). |publish_time: 27/12/2020 |authors: Hamulka,_Jadwiga,_Jeruszka-Bielak,_Marta,_Górnicka,_Magdalena,_Drywień,_Małgorzata_E.,_Zielinska-Pukos,_Monika_A. |journal: Nutrients |country: Poland |institution: Warsaw_University_of_Life_Sciences_(SGGW-WULS)
Linha 408 |claim_uid: 9giwac |cord_uid: s3gr041c |title: Dietary_Supplements_during_COVID-19_Outbreak._Results_of_Google_Trends_Analysis_Supported_by_PLifeCOVID-19_Online_Studies |doi: 10.3390/nu13010054 |numerical_claims: Alyami_et_al._also_reported_that_around_15%_of_respondents_used_herbal_products_or_DSs,_and_even_twice_more_believed_that_consumption_of_turmeric,_ginger,_garlic,_or_onion_may_help_to_increase_immunity_and_to_reduce_the_risk_of_getting_COVID-19. |publish_time: 27/12/2020 |authors: Hamulka,_Jadwiga,_Jeruszka-Bielak,_Marta,_Górnicka,_Magdalena,_Drywień,_Małgorzata_E.,_Zielinska-Pukos,_Monika_A. |journal: Nutrients |country: Poland |institution: Warsaw_University_of_Life_Sciences_(SGGW-WULS)
Linha 409 |claim_uid: 4hrpmu |cord_uid: s3gr041c |title: Dietary_Supplements_during_COVID-19_Outbreak._Results_of_Google_Trends_Analysis_Supported_by_PLifeCOVID-19_Online_Studies |doi: 10.3390/nu13010054 |numerical_claims: However,_the_COVID-19_pandemic_created_an_increased_requisition_for_immune-boosting_products,_which_may_be_used_by_quackery_of_vendors,_as_FDA_(Food_and_Drug_Administration)_reported_that_above_3%_of_their_warning_letters_regarded_COVID-19-related_drugs,_DSs,_or_devices. |publish_time: 27/12/2020 |authors: Hamulka,_Jadwiga,_Jeruszka-Bielak,_Marta,_Górnicka,_Magdalena,_Drywień,_Małgorzata_E.,_Zielinska-Pukos,_Monika_A. |journal: Nutrients |country: Poland |institution: Warsaw_University_of_Life_Sciences_(SGGW-WULS)
Linha 37 |claim_uid: 2uqswt |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: The_scale_of_the_problem_is_best_illustrated_by_data_indicating_that_hospitalacquired_infections_development_in_nearly_10%_of_all_hospitalized_patients_while_reaching_nearly_50%_in_case_of_high-risk_groups_such_as_ICU_patients,_patients_subjected_to_prolonged_artificial_ventilation,_or_immunosuppressed_patients. |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 38 |claim_uid: 6haoqf |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: As_estimated_by_Urban_et_al.,_treatment_of_mild_infections_may_increase_the_individual_treatment_costs_by_at_least_400_USD_while_the_average_costs_of_the_treatment_of_severe_nosocomial_infections_exceed_30,000_USD_per_patient. |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 39 |claim_uid: 3jzrao |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: A_maximum_of_100_points_may_be_scored_in_each_of_these_areas_(for_a_maximum_overall_score_of_500). |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 40 |claim_uid: 2psmvk |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: It_was_mainly_for_this_reason_that_out_of_36_campaigns_held_in_36_European_countries_in_years_2000-2012,_only_50%_could_be_assessed_for_efficiency_with_the_WHO_guidelines_being_implemented_in_only_55%_of_this_latter_group. |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 41 |claim_uid: 5jewbp |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: According_to_the_WHO_guidelines,_the_minimum_consumption_of_hand_disinfectants_should_be_at_the_level_of_20_liters_per_1,000_person/day. |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 42 |claim_uid: 3cdgnt |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: According_to_calculations,_prevention_of_8_cases_of_hospital-acquired_pneumonia_would_compensate_the_annual_cost_of_hand_disinfection_agents. |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 43 |claim_uid: 6tdysu |cord_uid: intmf15j |title: The_COVID-19_pandemic_as_a_factor_of_hospital_staff_compliance_with_the_rules_of_hand_hygiene:_assessment_of_the_usefulness_of_the_“Clean_Care_is_a_Safer_Care”_program_as_a_tool_to_enhance_compliance_with_hand_hygiene_principles_in_hospitals |doi: 10.15167/2421-4248/jpmh2021.62.1.1603 |numerical_claims: According_to_the_common_consensus,_the_appropriate_rate_is_1:250,_however,_as_demonstrated_by_Delphi,_a_ratio_of_0.8-1/100_might_be_required_for_an_improvement_to_be_observed. |publish_time: 29/04/2021 |authors: KIELAR,_MACIEJ,_DEPURBAIX,_RENATA,_AGNYZIAK,_MARZENA,_WIJASZKA,_BOGUMIŐA,_POBOŻY,_TOMASZ |journal: J_Prev_Med_Hyg |country: Poland |institution: Jan_Kochanowski_University
Linha 603 |claim_uid: 1njhli |cord_uid: zk9ugii3 |title: Aortic_arch_thrombosis_complicated_by_an_embolic_stroke_in_a_patient_with_COVID-19:_A_case_report |doi: 10.1016/j.amsu.2021.102760 |numerical_claims: Thrombotic_events_are_estimated_to_occur_in_around_30%_of_patients_with_COVID-19,_predominantly_in_severe_cases. |publish_time: 23/08/2021 |authors: Al-Mashdali,_Abdulrahman_F.,_Al-Dubai,_Husam_N.,_Al-Warqi,_Akram_F. |journal: Ann_Med_Surg_(Lond) |country: Qatar |institution: Hamad_Medical_Corporation
Linha 212 |claim_uid: 1kgtbq |cord_uid: jsk7em47 |title: Immune_responses_to_the_ChAdOx1_nCoV-19_and_BNT162b2_vaccines_and_to_natural_COVID-19_infections_over_a_three-month_period |doi: 10.1093/infdis/jiab579 |numerical_claims: However,_this_waning_immunity_was_reversed_after_the_2_nd_dose_of_ChAdOx1_nCoV-19_vaccine,_which_was_given_in_accordance_with_Korean_national_vaccine_policy_based_on_evidence_that_a_3-month_interval_between_doses_may_be_beneficial_for_protection_against_COVID-19. |publish_time: 25/11/2021 |authors: Kim,_Ji_Yeun,_Lim,_So_Yun,_Park,_Soonju,_Kwon,_Ji-Soo,_Bae,_Seongman,_Park,_Ji_Young,_Cha,_Hye_Hee,_Seo,_Mi_Hyun,_Lee,_Hyun_Jung,_Lee,_Nakyung,_Kim,_Kideok,_Shum,_David,_Jee,_Youngmee,_Kim,_Sung-Han |journal: J_Infect_Dis |country: Republic_of_Korea |institution: University_of_Ulsan_College_of_Medicine
Linha 213 |claim_uid: 7wtfdx |cord_uid: jsk7em47 |title: Immune_responses_to_the_ChAdOx1_nCoV-19_and_BNT162b2_vaccines_and_to_natural_COVID-19_infections_over_a_three-month_period |doi: 10.1093/infdis/jiab579 |numerical_claims: In_contrast,_even_though_the_2_nd_dose_was_delayed,_the_ChAdOx1_vaccine_induced_a_lower_S1-IgG_antibody_titer_at_3_months_after_the_1_st_dose_than_The_gradual_reduction_in_antibody_titers_may_affect_the_efficacy_of_the_vaccines,_especially_to_infections_by_variants. |publish_time: 25/11/2021 |authors: Kim,_Ji_Yeun,_Lim,_So_Yun,_Park,_Soonju,_Kwon,_Ji-Soo,_Bae,_Seongman,_Park,_Ji_Young,_Cha,_Hye_Hee,_Seo,_Mi_Hyun,_Lee,_Hyun_Jung,_Lee,_Nakyung,_Kim,_Kideok,_Shum,_David,_Jee,_Youngmee,_Kim,_Sung-Han |journal: J_Infect_Dis |country: Republic_of_Korea |institution: University_of_Ulsan_College_of_Medicine
Linha 214 |claim_uid: 6txevc |cord_uid: jsk7em47 |title: Immune_responses_to_the_ChAdOx1_nCoV-19_and_BNT162b2_vaccines_and_to_natural_COVID-19_infections_over_a_three-month_period |doi: 10.1093/infdis/jiab579 |numerical_claims: Indeed,_neutralizing_antibody_activity_against_the_delta_variant_in_BNT162b2_recipients_is_reported_to_be_5.8_times_lower_than_that_against_wild-type_SARS-CoV-2. |publish_time: 25/11/2021 |authors: Kim,_Ji_Yeun,_Lim,_So_Yun,_Park,_Soonju,_Kwon,_Ji-Soo,_Bae,_Seongman,_Park,_Ji_Young,_Cha,_Hye_Hee,_Seo,_Mi_Hyun,_Lee,_Hyun_Jung,_Lee,_Nakyung,_Kim,_Kideok,_Shum,_David,_Jee,_Youngmee,_Kim,_Sung-Han |journal: J_Infect_Dis |country: Republic_of_Korea |institution: University_of_Ulsan_College_of_Medicine
Linha 519 |claim_uid: 4wbzvn |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Bradycardia_is_defined_as_a_cardiac_event,_where_the_heart_rate_slows_to_less_than_100_bpm_for_at_least_two_beats_in_duration_(in_terms_of_RR-peaks,_the_time_interval_between_the_consecutive_R-peaks_must_be_>0.6_s). |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 520 |claim_uid: 1usfhi |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: The_high_number_of_bradycardias_detected_in_infant9_can_also_be_correlated_with_the_increased_recording_time_(70.3_h_of_recording). |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 521 |claim_uid: 5xvkue |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: For_example,_the_RR_k_value_should_differ_only_to_a_small_amount_(approximately_between_20%_and_+20%_),_as_a_higher_value_would_indicate_a_high_irregularity_of_the_RR-intervals_(a_first_symptom_of_a_cardiac_abnormality). |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 522 |claim_uid: 2lmveq |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: For_example,_the_RRk_value_should_differ_small_amount_(approximately_between_20%_and_+20%_),_as_a_higher_value_dicate_a_high_irregularity_of_the_RR-intervals_(a_first_symptom_of_a_cardiac_abn_We_also_tried_to_avoid_standardized_values,_as_gestational_age_of_preterm_infants_different,_and_we_consider_that_each_medical_interpretation_should_be_related_fants'_characteristics. |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 523 |claim_uid: 1crwga |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Wavelets_are_mathematical_tools_that_allow_us_to_assess_the_intervention_o_frequencies:_we_can_transform_a_signal_in_the_frequency_domain_and_check_if_frequencies_that_should_not_appear_in_cardiac_signals_(ECG_frequencies_are_u_tween_0.6_and_40_Hz). |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 524 |claim_uid: 3ghcli |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Other_frequencies_indicate_external_interference/noise_(for_50-60_Hz_interference_is_due_to_a_nearby_power_line)_and_should_be_rejected_t_Daily_life_signals_reside_in_the_time_domain,_still_sometimes_full_information_about_the_signal_is_not_always_visible. |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 525 |claim_uid: 4rmdjv |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Wavelets_are_mathematical_tools_that_allow_us_to_assess_the_intervention_on_several_frequencies:_we_can_transform_a_signal_in_the_frequency_domain_and_check_if_there_are_frequencies_that_should_not_appear_in_cardiac_signals_(ECG_frequencies_are_usually_between_0.6_and_40_Hz). |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 526 |claim_uid: 8pryaq |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Other_frequencies_indicate_external_interference/noise_(for_example,_50-60_Hz_interference_is_due_to_a_nearby_power_line)_and_should_be_rejected_to_obtain_a_neat_signal. |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 527 |claim_uid: 6uhkab |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Thus,_we_established_a_threshold_of_70%_of_the_reference_value_to_account_for_a_slight_baseline_drift_of_the_newborn,_as_newborns_are_moving_and_electrodes_might_slip_slightly. |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 528 |claim_uid: 7btqwk |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: This_procedure_was_not_applied_in_case_of_the_SWT_(there_was_no_downsampling_by_a_factor_of_2_realized),_and_thus_SWT_allowed_a_much_more_accurate_signal_reconstruction. |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 529 |claim_uid: 9ljhuw |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: We_propose_the_computing_of_HRV_metrics_(for_example,_the_RMSSD)_for_every_2_s_or_5_s_to_check_the_personal_cardiac_variation_of_neonates. |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
Linha 530 |claim_uid: 1ejkmg |cord_uid: 5ywuhp56 |title: Automated_Medical_Care:_Bradycardia_Detection_and_Cardiac_Monitoring_of_Preterm_Infants |doi: 10.3390/medicina57111199 |numerical_claims: Additionally,_as_we_take_into_consideration_the_distance_between_RR-peaks,_alarms_can_also_be_easily_triggered_for_tachycardia:_we_must_set_the_system_to_alert_medical_personnel_if_the_RR-interval_is_too_great_for_children_(>140_beats_per_minute,_or_two_detected_beats_>0.43_s). |publish_time: 03/11/2021 |authors: Arvinti,_Beatrice,_Iacob,_Emil_Radu,_Isar,_Alexandru,_Iacob,_Daniela,_Costache,_Marius |journal: Medicina_(Kaunas) |country: Romania |institution: "Politehnica""_University_Timisoara"
